"Course Code","Course Name","Section","Faculty","Schedule","Room"
"CSE 3412","System Analysis and Design Laboratory","H","Sidratul Muntaha","Tuesday 11:11-13:40 | 626 - Computer Lab","626 - Computer Lab"
"CSE 3412","System Analysis and Design Laboratory","I","Tasmin Sanjida","Wednesday 08:30-11:00 | 626 - Computer Lab","626 - Computer Lab"
"CSE 3412","System Analysis and Design Laboratory","J","Sidratul Muntaha","Wednesday 14:00-16:30 | 327 - Computer Lab","327 - Computer Lab"
"CSE 3412","System Analysis and Design Laboratory","K","TBA","Saturday 14:00-16:30 | 327 - Computer Lab","327 - Computer Lab"
"CSE 3421","Software Engineering","A","Saqif Kaisar","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 325","325"
"CSE 3421","Software Engineering","B","TBA","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 403","403"
"CSE 3421","Software Engineering","C","TBA","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 330","330"
"CSE 3421","Software Engineering","D","Samin Sharaf Somik","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 322","322"
"CSE 3421","Software Engineering","E","TBA","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 325","325"
"CSE 3421","Software Engineering","F","Saqif Kaisar","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 401","401"
"CSE 3421","Software Engineering","G","Md. Benzir Ahmed","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 401","401"
"CSE 3421","Software Engineering","H","Samin Sharaf Somik","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 401","401"
"CSE 3421","Software Engineering","I","Md. Benzir Ahmed","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 325","325"
"CSE 3421","Software Engineering","J","TBA","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 330","330"
"CSE 3421","Software Engineering","K","Md. Muhaiminul Islam Nafi","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 401","401"
"CSE 3421","Software Engineering","L","TBA","Saturday 15:11-16:30 | Tuesday 15:11-16:30 | 323","323"
"CSE 3422","Software Engineering Laboratory","A","K Shayekh Ebne Mizan","Saturday 08:30-11:00 | 523 - Computer Lab","523 - Computer Lab"
"CSE 3422","Software Engineering Laboratory","B","Saifullah Mahbub","Saturday 11:11-13:40 | 523 - Computer Lab","523 - Computer Lab"
"CSE 3422","Software Engineering Laboratory","C","TBA","Saturday 14:00-16:30 | 523 - Computer Lab","523 - Computer Lab"
"CSE 3422","Software Engineering Laboratory","D","TBA","Saturday 11:11-13:40 | 422 - Computer Lab","422 - Computer Lab"
"CSE 3422","Software Engineering Laboratory","E","Md. Muhaiminul Islam Nafi","Sunday 08:30-11:00 | 523 - Computer Lab","523 - Computer Lab"
"CSE 3422","Software Engineering Laboratory","F","Sajjad Ahmed","Sunday 11:11-13:40 | 528 - Computer Lab","528 - Computer Lab"
"CSE 3422","Software Engineering Laboratory","G","Samin Sharaf Somik","Sunday 14:00-16:30 | 523 - Computer Lab","523 - Computer Lab"
"CSE 3422","Software Engineering Laboratory","H","Abrar Mahmud","Sunday 11:11-13:40 | 529 - Computer Lab","529 - Computer Lab"
"CSE 3422","Software Engineering Laboratory","I","TBA","Tuesday 08:30-11:00 | 529 - Computer Lab","529 - Computer Lab"
"CSE 3422","Software Engineering Laboratory","J","Sajid Ahmed Chowdhury","Tuesday 11:11-13:40 | 523 - Computer Lab","523 - Computer Lab"
"CSE 3422","Software Engineering Laboratory","K","TBA","Tuesday 14:00-16:30 | 530 - Computer Lab","530 - Computer Lab"
"CSE 3422","Software Engineering Laboratory","L","Sajid Ahmed Chowdhury","Tuesday 08:30-11:00 | 530 - Computer Lab","530 - Computer Lab"
"CSE 3422","Software Engineering Laboratory","M","Md. Muhaiminul Islam Nafi","Wednesday 08:30-11:00 | 523 - Computer Lab","523 - Computer Lab"
"CSE 3422","Software Engineering Laboratory","N","TBA","Wednesday 11:11-13:40 | 523 - Computer Lab","523 - Computer Lab"
"CSE 3422","Software Engineering Laboratory","O","Samin Sharaf Somik","Wednesday 14:00-16:30 | 523 - Computer Lab","523 - Computer Lab"
"CSE 3422","Software Engineering Laboratory","P","Abrar Mahmud","Wednesday 11:11-13:40 | 522 - Computer Lab","522 - Computer Lab"
"CSE 4531","Computer Security","A","TBA","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 431","431"
"CSE 4531","Computer Security","B","Muhammad Nomani Kabir","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 405","405"
"CSE 4531","Computer Security","C","Azizur Rahman Anik","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 425","425"
"CSE 4531","Computer Security","D","Muhammad Nomani Kabir","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 407","407"
"CSE 4531","Computer Security","E","TBA","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 408","408"
"CSE 4531","Computer Security","F","Md. Shohrab Hossain","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 406","406"
"CSE 4531","Computer Security","G","TBA","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 406","406"
"CSE 4531","Computer Security","H","Md. Shohrab Hossain","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 425","425"
"CSE 4531","Computer Security","I","TBA","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 428","428"
"CSE 3521","Database Management Systems","A","Tanmoy Bipro Das","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 401","401"
"CSE 3521","Database Management Systems","B","Anindya Hoque","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 402","402"
"CSE 3521","Database Management Systems","C","Abrar Mahmud","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 404","404"
"CSE 3521","Database Management Systems","D","Anindya Hoque","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 401","401"
"CSE 3521","Database Management Systems","E","Sadia Islam","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 323","323"
"CSE 3521","Database Management Systems","F","Farhan Anan Himu","Saturday 15:11-16:30 | Tuesday 15:11-16:30 | 324","324"
"CSE 3521","Database Management Systems","G","Abrar Mahmud","Saturday 15:11-16:30 | Tuesday 15:11-16:30 | 325","325"
"CSE 3521","Database Management Systems","H","Sadia Islam","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 805","805"
"CSE 3521","Database Management Systems","I","TBA","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 330","330"
"CSE 3521","Database Management Systems","J","TBA","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 402","402"
"CSE 3521","Database Management Systems","K","Md. Shafqat Talukder","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 402","402"
"CSE 3521","Database Management Systems","L","Farhan Anan Himu","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 402","402"
"CSE 3521","Database Management Systems","M","Didarul Islam Didar","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 330","330"
"CSE 3521","Database Management Systems","N","Abrar Mahmud","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 402","402"
"CSE 3521","Database Management Systems","O","Anindya Hoque","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 403","403"
"CSE 3521","Database Management Systems","P","TBA","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 401","401"
"CSE 3522","Database Management Systems Laboratory","A","Didarul Islam Didar","Saturday 08:30-11:00 | 529 - Computer Lab","529 - Computer Lab"
"CSE 3522","Database Management Systems Laboratory","B","Md. Golam Hossain","Saturday 11:11-13:40 | 529 - Computer Lab","529 - Computer Lab"
"CSE 3522","Database Management Systems Laboratory","C","Md. Golam Hossain","Saturday 14:00-16:30 | 423 - Computer Lab","423 - Computer Lab"
"CSE 3522","Database Management Systems Laboratory","D","Saifullah Mahbub","Saturday 14:00-16:30 | 326 - Computer Lab","326 - Computer Lab"
"CSE 3522","Database Management Systems Laboratory","E","Mohammad Johirul Islam","Saturday 11:11-13:40 | 726 - Computer Lab","726 - Computer Lab"
"CSE 3522","Database Management Systems Laboratory","F","Mahmudul Hasan","Saturday 14:00-16:30 | 426 - Computer Lab","426 - Computer Lab"
"CSE 3522","Database Management Systems Laboratory","G","TBA","Sunday 08:30-11:00 | 528 - Computer Lab","528 - Computer Lab"
"CSE 3522","Database Management Systems Laboratory","H","TBA","Sunday 11:11-13:40 | 530 - Computer Lab","530 - Computer Lab"
"CSE 3522","Database Management Systems Laboratory","I","TBA","Sunday 14:00-16:30 | 530 - Computer Lab","530 - Computer Lab"
"CSE 3522","Database Management Systems Laboratory","J","Miftahul Sheikh","Monday 08:30-11:00 | 530 - Computer Lab","530 - Computer Lab"
"CSE 3522","Database Management Systems Laboratory","K","TBA","Tuesday 08:30-11:00 | 727 - Computer Lab","727 - Computer Lab"
"CSE 3522","Database Management Systems Laboratory","L","Didarul Islam Didar","Tuesday 11:11-13:40 | 727 - Computer Lab","727 - Computer Lab"
"CSE 3522","Database Management Systems Laboratory","M","Md. Adyelullahil Mamun","Tuesday 14:00-16:30 | 727 - Computer Lab","727 - Computer Lab"
"CSE 3522","Database Management Systems Laboratory","N","TBA","Tuesday 14:00-16:30 | 927 - Computer Lab","927 - Computer Lab"
"CSE 3522","Database Management Systems Laboratory","O","Abu Bakar Fahad","Wednesday 08:30-11:00 | 727 - Computer Lab","727 - Computer Lab"
"CSE 3522","Database Management Systems Laboratory","P","TBA","Wednesday 08:30-11:00 | 927 - Computer Lab","927 - Computer Lab"
"CSE 3522","Database Management Systems Laboratory","Q","TBA","Wednesday 14:00-16:30 | 727 - Computer Lab","727 - Computer Lab"
"CSE 3522","Database Management Systems Laboratory","R","TBA","Wednesday 11:11-13:40 | 727 - Computer Lab","727 - Computer Lab"
"CSE 3522","Database Management Systems Laboratory","S","TBA","Sunday 14:00-16:30 | 927 - Computer Lab","927 - Computer Lab"
"CSE 4509","Operating Systems","A","Nahin F. Siddiqui","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 410","410"
"CSE 4509","Operating Systems","B","Nahin F. Siddiqui","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 404","404"
"CSE 4509","Operating Systems","C","Md. Siam","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 404","404"
"CSE 4509","Operating Systems","D","Md. Sajjad Hossain","Saturday 15:11-16:30 | Tuesday 15:11-16:30 | 401","401"
"CSE 4509","Operating Systems","E","TBA","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 407","407"
"CSE 4509","Operating Systems","F","TBA","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 407","407"
"CSE 4509","Operating Systems","G","Md. Siam","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 405","405"
"CSE 4509","Operating Systems","H","Md. Sajjad Hossain","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 409","409"
"CSE 4510","Operating Systems Laboratory","A","TBA","Saturday 14:00-16:30 | 727 - Computer Lab","727 - Computer Lab"
"CSE 4510","Operating Systems Laboratory","B","Nahin F. Siddiqui","Sunday 08:30-11:00 | 727 - Computer Lab","727 - Computer Lab"
"CSE 4510","Operating Systems Laboratory","C","Shahil Yasar Haque","Monday 14:00-16:30 | 827 - Computer Lab","827 - Computer Lab"
"CSE 4510","Operating Systems Laboratory","D","Md. Enamul Haque","Monday 08:30-11:00 | 727 - Computer Lab","727 - Computer Lab"
"CSE 4510","Operating Systems Laboratory","E","Fairoz Anika","Tuesday 11:11-13:40 | 530 - Computer Lab","530 - Computer Lab"
"CSE 4510","Operating Systems Laboratory","F","Md. Enamul Haque","Monday 14:00-16:30 | 530 - Computer Lab","530 - Computer Lab"
"CSE 4510","Operating Systems Laboratory","G","Shahil Yasar Haque","Monday 11:11-13:40 | 530 - Computer Lab","530 - Computer Lab"
"CSE 4510","Operating Systems Laboratory","H","Abu Bakar Fahad","Monday 11:11-13:40 | 826 - Computer Lab","826 - Computer Lab"
"CSE 4510","Operating Systems Laboratory","I","Nahin F. Siddiqui","Wednesday 14:00-16:30 | 927 - Computer Lab","927 - Computer Lab"
"CSE 4510","Operating Systems Laboratory","J","TBA","Saturday 08:30-11:00 | 627 - Computer Lab","627 - Computer Lab"
"CSE 3711","Computer Networks","A","Al-Sakib Khan Pathan","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 403","403"
"CSE 3711","Computer Networks","B","Muhammad Nomani Kabir","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 403","403"
"CSE 3711","Computer Networks","C","Al-Sakib Khan Pathan","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 405","405"
"CSE 3711","Computer Networks","D","Abdullah Ibne Masud Mahi","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 402","402"
"CSE 3711","Computer Networks","E","Abdullah Ibne Masud Mahi","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 324","324"
"CSE 3711","Computer Networks","F","A.K.M. Muzahidul Islam","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 402","402"
"CSE 3711","Computer Networks","G","TBA","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 403","403"
"CSE 3711","Computer Networks","H","A.K.M. Muzahidul Islam","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 403","403"
"CSE 3711","Computer Networks","I","TBA","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 403","403"
"CSE 3711","Computer Networks","J","Mohammad Mamun Elahi","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 401","401"
"CSE 3711","Computer Networks","K","Mohammad Mamun Elahi","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 404","404"
"CSE 3712","Computer Networks Laboratory","A","Tahia Hossain","Monday 08:30-11:00 | 326 - Computer Lab","326 - Computer Lab"
"CSE 3712","Computer Networks Laboratory","B","Tahia Hossain","Sunday 11:11-13:40 | 727 - Computer Lab","727 - Computer Lab"
"CSE 3712","Computer Networks Laboratory","C","Abdullah Ibne Masud Mahi","Sunday 14:00-16:30 | 727 - Computer Lab","727 - Computer Lab"
"CSE 3712","Computer Networks Laboratory","D","TBA","Sunday 11:11-13:40 | 926 - Computer Lab","926 - Computer Lab"
"CSE 3712","Computer Networks Laboratory","E","TBA","Tuesday 08:30-11:00 | 927 - Computer Lab","927 - Computer Lab"
"CSE 3712","Computer Networks Laboratory","F","Sayeem Been Zaman","Monday 11:11-13:40 | 927 - Computer Lab","927 - Computer Lab"
"CSE 3712","Computer Networks Laboratory","G","Tahia Hossain","Monday 14:00-16:30 | 927 - Computer Lab","927 - Computer Lab"
"CSE 3712","Computer Networks Laboratory","H","Tahia Hossain","Tuesday 11:11-13:40 | 426 - Computer Lab","426 - Computer Lab"
"CSE 3712","Computer Networks Laboratory","I","Abdullah Ibne Masud Mahi","Wednesday 08:30-11:00 | 426 - Computer Lab","426 - Computer Lab"
"CSE 3712","Computer Networks Laboratory","J","TBA","Wednesday 11:11-13:40 | 530 - Computer Lab","530 - Computer Lab"
"CSE 3712","Computer Networks Laboratory","K","Md. Muhyminul Haque","Wednesday 14:00-16:30 | 530 - Computer Lab","530 - Computer Lab"
"CSE 3712","Computer Networks Laboratory","L","TBA","Wednesday 08:30-11:00 | 522 - Computer Lab","522 - Computer Lab"
"CSE 3811","Artificial Intelligence","A","TBA","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 404","404"
"CSE 3811","Artificial Intelligence","B","Nahid Ferdous Aurna","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 404","404"
"CSE 3811","Artificial Intelligence","C","TBA","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 405","405"
"CSE 3811","Artificial Intelligence","D","Shihab Ahmed","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 406","406"
"CSE 3811","Artificial Intelligence","E","Fairoz Anika","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 325","325"
"CSE 3811","Artificial Intelligence","F","Nahid Ferdous Aurna","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 405","405"
"CSE 3811","Artificial Intelligence","G","Fairoz Anika","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 404","404"
"CSE 3811","Artificial Intelligence","H","Kazi Abdun Noor","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 402","402"
"CSE 3811","Artificial Intelligence","I","TBA","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 403","403"
"CSE 3811","Artificial Intelligence","J","Fairoz Anika","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 404","404"
"CSE 3811","Artificial Intelligence","K","TBA","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 805","805"
"CSE 3812","Artificial Intelligence Laboratory","A","TBA","Saturday 08:30-11:00 | 530 - Computer Lab","530 - Computer Lab"
"CSE 3812","Artificial Intelligence Laboratory","B","Fairoz Anika","Saturday 11:11-13:40 | 530 - Computer Lab","530 - Computer Lab"
"CSE 3812","Artificial Intelligence Laboratory","C","TBA","Saturday 14:00-16:30 | 530 - Computer Lab","530 - Computer Lab"
"CSE 3812","Artificial Intelligence Laboratory","D","TBA","Sunday 08:30-11:00 | 530 - Computer Lab","530 - Computer Lab"
"CSE 3812","Artificial Intelligence Laboratory","E","Sahid Hossain Mustakim","Monday 11:11-13:40 | 422 - Computer Lab","422 - Computer Lab"
"CSE 3812","Artificial Intelligence Laboratory","F","TBA","Sunday 14:00-16:30 | 528 - Computer Lab","528 - Computer Lab"
"CSE 3812","Artificial Intelligence Laboratory","G","Jerin Hasan Priya","Monday 08:30-11:00 | 423 - Computer Lab","423 - Computer Lab"
"CSE 3812","Artificial Intelligence Laboratory","H","TBA","Tuesday 11:11-13:40 | 528 - Computer Lab","528 - Computer Lab"
"CSE 3812","Artificial Intelligence Laboratory","I","Jerin Hasan Priya","Monday 14:00-16:30 | 426 - Computer Lab","426 - Computer Lab"
"CSE 3812","Artificial Intelligence Laboratory","J","TBA","Wednesday 08:30-11:00 | 926 - Computer Lab","926 - Computer Lab"
"CSE 3812","Artificial Intelligence Laboratory","K","TBA","Wednesday 11:11-13:40 | 926 - Computer Lab","926 - Computer Lab"
"CSE 3812","Artificial Intelligence Laboratory","L","TBA","Wednesday 14:00-16:30 | 626 - Computer Lab","626 - Computer Lab"
"CSE 4611","Compiler Design","A","Nabila Sabrin Sworna","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 429","429"
"CSE 4611","Compiler Design","B","Anindya Hoque","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 408","408"
"CSE 3715","Data Communication","A","TBA","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 329","329"
"CSE 3715","Data Communication","B","Abdullah Ibne Masud Mahi","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 329","329"
"CSE 4783","Cryptography","A","Tahmid Mosaddeque","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 406","406"
"CSE 4777","Networks Security","A","Arnab Bhattacharjee","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 405","405"
"CSE 4587","Cloud Computing","A","Md. Mushfiqul Haque Omi","Sunday 14:00-16:30 | 529 - Computer Lab","529 - Computer Lab"
"CSE 4889","Machine Learning","A","TBA","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 431","431"
"CSE 4889","Machine Learning","B","Asif Abrar","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 409","409"
"CSE 4889","Machine Learning","C","Sadia Islam","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 429","429"
"CSE 4889","Machine Learning","D","TBA","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 425","425"
"CSE 4889","Machine Learning","E","Ohidujjaman","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 406","406"
"CSE 4889","Machine Learning","F","TBA","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 407","407"
"CSE 4889","Machine Learning","G","Sadia Islam","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 410","410"
"CSE 4891","Data Mining","A","Md. Mushfiqul Haque Omi","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 602","602"
"CSE 4891","Data Mining","B","Ohidujjaman","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 425","425"
"CSE 4891","Data Mining","C","Hafijul Hoque Chowdhury","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 428","428"
"CSE 4891","Data Mining","D","Hafijul Hoque Chowdhury","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 408","408"
"CSE 4891","Data Mining","E","TBA","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 425","425"
"CSE 4891","Data Mining","F","Ohidujjaman","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 409","409"
"CSE 4893","Introduction to Bioinformatics","A","Riasat Azim","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 410","410"
"CSE 4883","Digital Image Processing","A","Md. Tanvir Raihan","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 601","601"
"CSE 4883","Digital Image Processing","B","TBA","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 410","410"
"CSE 4883","Digital Image Processing","C","Md. Tanvir Raihan","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 410","410"
"CSE 4883","Digital Image Processing","D","Md. Tanvir Raihan","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 409","409"
"CSE 4883","Digital Image Processing","E","TBA","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 408","408"
"CSE 4817","Big Data Analytics","A","Dewan Md. Farid","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 432","432"
"CSE 4817","Big Data Analytics","B","Dewan Md. Farid","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 428","428"
"CSE 4451","Human Computer Interaction","A","Novia Nurain","Sunday 14:00-16:30 | 301","301"
"CSE 4451","Human Computer Interaction","B","Nabila Sabrin Sworna","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 407","407"
"CSE 4451","Human Computer Interaction","C","Md. Sajjad Hossain","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 402","402"
"CSE 4451","Human Computer Interaction","D","Md. Sajjad Hossain","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 406","406"
"CSE 4451","Human Computer Interaction","E","Nabila Sabrin Sworna","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 406","406"
"CSE 4451","Human Computer Interaction","F","TBA","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 404","404"
"CSE 4435","Software Architecture","A","Tanmoy Bipro Das","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 406","406"
"CSE 4435","Software Architecture","B","Tanmoy Bipro Das","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 425","425"
"CSE 4435","Software Architecture","C","TBA","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 406","406"
"CSE 4435","Software Architecture","D","TBA","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 401","401"
"CSE 4495","Software Testing and Quality Assurance","A","Mobaswirul Islam","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 407","407"
"CSE 4495","Software Testing and Quality Assurance","B","Mobaswirul Islam","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 428","428"
"CSE 4495","Software Testing and Quality Assurance","C","Mobaswirul Islam","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 403","403"
"CSE 4495","Software Testing and Quality Assurance","D","Mobaswirul Islam","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 408","408"
"CSE 4327","VLSI Design","A","M. Fahmin Rahman","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 403","403"
"CSE 4945","UI: Concepts and Design","A","Pranta Biswas","Saturday 14:00-16:30 | 827 - Computer Lab","827 - Computer Lab"
"CSE 4945","UI: Concepts and Design","B","Tasmia Binte Sogir","Wednesday 08:30-11:00 | 530 - Computer Lab","530 - Computer Lab"
"CSE 4000A","Final Year Design Project - I","A","Hasan Sarwar","Saturday 08:30-11:00 | 826 - Computer Lab","826 - Computer Lab"
"CSE 4000A","Final Year Design Project - I","B","Ohidujjaman","Sunday 08:30-11:00 | 826 - Computer Lab","826 - Computer Lab"
"CSE 4000A","Final Year Design Project - I","C","Mohammad Nurul Huda","Sunday 11:11-13:40 | 826 - Computer Lab","826 - Computer Lab"
"CSE 4000A","Final Year Design Project - I","D","Md. Motaharul Islam","Saturday 08:30-11:00 | 827 - Computer Lab","827 - Computer Lab"
"CSE 4000A","Final Year Design Project - I","E","A.K.M. Muzahidul Islam","Tuesday 08:30-11:00 | 826 - Computer Lab","826 - Computer Lab"
"CSE 4000A","Final Year Design Project - I","F","Suman Ahmmed","Tuesday 11:11-13:40 | 826 - Computer Lab","826 - Computer Lab"
"CSE 4000A","Final Year Design Project - I","G","Nahid Hossain","Tuesday 14:00-16:30 | 427 - Computer Lab","427 - Computer Lab"
"CSE 4000A","Final Year Design Project - I","H","Al-Sakib Khan Pathan","Wednesday 08:30-11:00 | 826 - Computer Lab","826 - Computer Lab"
"CSE 4000A","Final Year Design Project - I","I","Mohammad Shahriar Rahman","Saturday 11:11-13:40 | 826 - Computer Lab","826 - Computer Lab"
"CSE 4000A","Final Year Design Project - I","J","Riasat Azim","Wednesday 14:00-16:30 | 826 - Computer Lab","826 - Computer Lab"
"CSE 4000B","Final Year Design Project - II","X","TBA","Schedule TBA","TBA"
"CSE 2118","Advanced Object Oriented Programming Laboratory","A","Mofiz Mojib Haider","Saturday 08:30-11:00 | 427 - Computer Lab","427 - Computer Lab"
"CSE 2118","Advanced Object Oriented Programming Laboratory","B","Mahmudul Hasan","Saturday 11:11-13:40 | 427 - Computer Lab","427 - Computer Lab"
"CSE 2118","Advanced Object Oriented Programming Laboratory","C","Kazi Abdun Noor","Saturday 14:00-16:30 | 427 - Computer Lab","427 - Computer Lab"
"CSE 2118","Advanced Object Oriented Programming Laboratory","D","TBA","Sunday 08:30-11:00 | 726 - Computer Lab","726 - Computer Lab"
"CSE 2118","Advanced Object Oriented Programming Laboratory","E","Mofiz Mojib Haider","Saturday 11:11-13:40 | 327 - Computer Lab","327 - Computer Lab"
"CSE 2118","Advanced Object Oriented Programming Laboratory","F","TBA","Tuesday 14:00-16:30 | 524 - Computer Lab","524 - Computer Lab"
"CSE 2118","Advanced Object Oriented Programming Laboratory","G","Md. Adyelullahil Mamun","Tuesday 08:30-11:00 | 427 - Computer Lab","427 - Computer Lab"
"CSE 2118","Advanced Object Oriented Programming Laboratory","H","Fazlul Hoque","Sunday 11:11-13:40 | 427 - Computer Lab","427 - Computer Lab"
"CSE 2118","Advanced Object Oriented Programming Laboratory","I","TBA","Tuesday 14:00-16:30 | 522 - Computer Lab","522 - Computer Lab"
"CSE 2118","Advanced Object Oriented Programming Laboratory","J","TBA","Wednesday 14:00-16:30 | 522 - Computer Lab","522 - Computer Lab"
"CSE 1110","Introduction to Computer Systems","A","Azizur Rahman Anik","Sunday 11:11-13:40 | 326 - Computer Lab","326 - Computer Lab"
"CSE 1110","Introduction to Computer Systems","B","Raiyan Janik Monir","Sunday 14:00-16:30 | 326 - Computer Lab","326 - Computer Lab"
"CSE 1110","Introduction to Computer Systems","C","Md. Enamul Haque","Sunday 14:00-16:30 | 327 - Computer Lab","327 - Computer Lab"
"CSE 1110","Introduction to Computer Systems","D","Hamudi Hasan Sonet","Sunday 08:30-11:00 | 326 - Computer Lab","326 - Computer Lab"
"CSE 1110","Introduction to Computer Systems","E","Md. Enamul Haque","Sunday 08:30-11:00 | 327 - Computer Lab","327 - Computer Lab"
"CSE 1110","Introduction to Computer Systems","F","Azizur Rahman Anik","Wednesday 11:11-13:40 | 326 - Computer Lab","326 - Computer Lab"
"CSE 1110","Introduction to Computer Systems","G","Md. Tanvir Raihan","Wednesday 08:30-11:00 | 326 - Computer Lab","326 - Computer Lab"
