"Course Code","Course Name","Section","Faculty","Schedule","Room"
"MATH 2183","Calculus and Linear Algebra","L","Saima Akter","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 711","711"
"MATH 2183","Calculus and Linear Algebra","M","Md. Minhaj Uddin Turjo","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 711","711"
"MATH 2201","Coordinate Geometry and Vector Analysis","A","Nazmul Hasan","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 707","707"
"MATH 2201","Coordinate Geometry and Vector Analysis","B","Tahmid Nowsher","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 703","703"
"MATH 2201","Coordinate Geometry and Vector Analysis","C","Muhaiminul Islam Adnan","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 711","711"
"MATH 2201","Coordinate Geometry and Vector Analysis","D","Nazia Shifa Mugdha","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 405","405"
"MATH 2201","Coordinate Geometry and Vector Analysis","E","A.K.M. Rayhan","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 725","725"
"MATH 2201","Coordinate Geometry and Vector Analysis","F","Md. Moynul Islam","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 728","728"
"MATH 2201","Coordinate Geometry and Vector Analysis","G","Saidul Islam","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 405","405"
"MATH 2201","Coordinate Geometry and Vector Analysis","H","Muhaiminul Islam Adnan","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 702","702"
"MATH 2201","Coordinate Geometry and Vector Analysis","I","Muhaiminul Islam Adnan","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 708","708"
"MATH 2201","Coordinate Geometry and Vector Analysis","J","Nazmul Hasan","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 432","432"
"MATH 2201","Coordinate Geometry and Vector Analysis","K","A.K.M. Rayhan","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 405","405"
"MATH 2201","Coordinate Geometry and Vector Analysis","L","Nazmul Hasan","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 405","405"
"MATH 2205","Probability and Statistics","A","Mahtab Uddin","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 708","708"
"MATH 2205","Probability and Statistics","B","Ashek Ahmed","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 706","706"
"MATH 2205","Probability and Statistics","C","Jashodhan Saha","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 406","406"
"MATH 2205","Probability and Statistics","D","Md. Mutasim Billah Kouser","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 724","724"
"MATH 2205","Probability and Statistics","E","Saidul Islam","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 729","729"
"MATH 2205","Probability and Statistics","F","Mahtab Uddin","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 707","707"
"MATH 2205","Probability and Statistics","G","Md. Mutasim Billah Kouser","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 711","711"
"MATH 2205","Probability and Statistics","H","A.K.M. Rayhan","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 725","725"
"MATH 2205","Probability and Statistics","I","A.K.M. Rayhan","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 406","406"
"MATH 2205","Probability and Statistics","J","Ashek Ahmed","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 703","703"
"MATH 2205","Probability and Statistics","K","Ashek Ahmed","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 711","711"
"MATH 2205","Probability and Statistics","L","Md. Mutasim Billah Kouser","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 701","701"
"MATH 2205","Probability and Statistics","M","Mahtab Uddin","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 406","406"
"MATH 2205","Probability and Statistics","N","Md. Moynul Islam","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 406","406"
"MATH 2205","Probability and Statistics","O","Md. Moynul Islam","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 706","706"
"MATH 2205","Probability and Statistics","P","Jashodhan Saha","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 702","702"
"SOC 2101","Society, Environment and Engineering Ethics","A","Md. Minhajul Islam","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 725","725"
"SOC 2101","Society, Environment and Engineering Ethics","B","Nazmun Nahar Showmi","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 406","406"
"SOC 2101","Society, Environment and Engineering Ethics","C","Md. Minhajul Islam","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 724","724"
"SOC 2101","Society, Environment and Engineering Ethics","D","Nazmun Nahar Showmi","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 729","729"
"SOC 2101","Society, Environment and Engineering Ethics","E","TBA","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 801","801"
"SOC 2101","Society, Environment and Engineering Ethics","F","Salma Begum","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 728","728"
"SOC 2101","Society, Environment and Engineering Ethics","G","Nabila Sultana","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 405","405"
"SOC 2101","Society, Environment and Engineering Ethics","H","Oliver Tirtho Sarkar","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 725","725"
"SOC 2101","Society, Environment and Engineering Ethics","I","Salma Begum","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 707","707"
"SOC 2101","Society, Environment and Engineering Ethics","J","Mallika Datta","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 728","728"
"SOC 2101","Society, Environment and Engineering Ethics","K","Taniah Mahmuda Tinni","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 728","728"
"ECO 4101","Economics","A","Mohammad Akhtaruzzaman","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 431","431"
"ECO 4101","Economics","B","Tanzila Amir","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 703","703"
"ECO 4101","Economics","C","Asiya Siddica","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 732","732"
"ECO 4101","Economics","D","Tasneem Jahan Tumpa","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 730","730"
"ECO 4101","Economics","E","Tasneem Jahan Tumpa","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 409","409"
"ECO 4101","Economics","F","Tasneem Jahan Tumpa","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 429","429"
"ECO 4101","Economics","G","Mohammad Akhtaruzzaman","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 431","431"
"ECO 4101","Economics","H","Tanzila Amir","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 701","701"
"ECO 4101","Economics","I","Tanzila Amir","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 431","431"
"ACT 2111","Financial and Managerial Accounting","A","Imtiaz Zahan Chowdhury","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 301","301"
"ACT 2111","Financial and Managerial Accounting","B","Ishrat Jahan","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 301","301"
"ACT 2111","Financial and Managerial Accounting","C","Imtiaz Zahan Chowdhury","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 301","301"
"ACT 2111","Financial and Managerial Accounting","D","Ishrat Jahan","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 301","301"
"ACT 2111","Financial and Managerial Accounting","E","Ishrat Jahan","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 301","301"
"IPE 3401","Industrial and Operational Management","A","Nur Md Alif Ul Islam","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 702","702"
"IPE 3401","Industrial and Operational Management","B","TBA","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 731","731"
"IPE 3401","Industrial and Operational Management","C","Abu Taher","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 706","706"
"IPE 3401","Industrial and Operational Management","D","Abu Taher","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 707","707"
"IPE 3401","Industrial and Operational Management","E","Shashwata Sengupta","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 711","711"
"IPE 3401","Industrial and Operational Management","F","Nur Md Alif Ul Islam","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 732","732"
"IPE 3401","Industrial and Operational Management","G","Partha Pratim Das Roy","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 707","707"
"IPE 3401","Industrial and Operational Management","H","Partha Pratim Das Roy","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 431","431"
"IPE 3401","Industrial and Operational Management","I","Shashwata Sengupta","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 702","702"
"IPE 3401","Industrial and Operational Management","J","Partha Pratim Das Roy","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 429","429"
"IPE 3401","Industrial and Operational Management","K","TBA","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 706","706"
"IPE 3401","Industrial and Operational Management","L","TBA","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 706","706"
"IPE 3401","Industrial and Operational Management","M","Shashwata Sengupta","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 707","707"
"IPE 3401","Industrial and Operational Management","N","TBA","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 707","707"
"ENG 1011","English I","AA","TBA","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 801","801"
"ENG 1011","English I","AB","TBA","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 703","703"
"ENG 1011","English I","AC","Md. Ziaul Karim","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 729","729"
"ENG 1011","English I","AD","Labib Rashid Inan","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 428","428"
"ENG 1011","English I","AE","Nousin Laila Bristi","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 702","702"
"ENG 1011","English I","AF","Umme Habiba","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 701","701"
"ENG 1011","English I","AG","Sadia Afrin","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 706","706"
"ENG 1013","English II","AA","Christina Miti Rozario","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 701","701"
"ENG 1013","English II","AB","Christina Miti Rozario","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 730","730"
"ENG 1013","English II","AC","Umme Habiba","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 703","703"
"ENG 1013","English II","AD","Saima Hasin","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 428","428"
"ENG 1013","English II","AE","Saima Hasin","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 706","706"
"ENG 1013","English II","AF","Muntasir Ahmad","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 429","429"
"BDS 1201","History of the Emergence of Bangladesh","AA","Mosharof Hossain","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 302","302"
"BDS 1201","History of the Emergence of Bangladesh","AB","Al Jamal Mustafa Shindaini","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 301","301"
"BDS 1201","History of the Emergence of Bangladesh","AC","Mosharof Hossain","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 302","302"
"BDS 1201","History of the Emergence of Bangladesh","AD","Oliver Tirtho Sarkar","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 302","302"
"BDS 1201","History of the Emergence of Bangladesh","AE","Taniah Mahmuda Tinni","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 301","301"
"BDS 1201","History of the Emergence of Bangladesh","AF","Jemima Jahan Meem","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 302","302"
"BDS 1201","History of the Emergence of Bangladesh","AG","Nazmul Huda","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 302","302"
"CSE 4000C","Final Year Design Project - III","Y","TBA","Schedule TBA","TBA"
